kpi,auc,accuracy,Precision,Recall,F1 score
data/kpi/kpi_0.csv,0.5,0.9549345023746151,0.0,0.0,0.0
data/kpi/kpi_1.csv,nan,0.8902905198776758,0.0,0.0,0.0
data/kpi/kpi_2.csv,0.6688104147178047,0.5623645930052615,0.01056338028169014,0.625,0.02077562326869806
data/kpi/kpi_3.csv,0.5,0.0034284823770811147,0.0034284823770811147,1.0,0.006833536096083659
data/kpi/kpi_4.csv,0.663765029093547,0.9986258037751504,0.9444444444444444,0.2463768115942029,0.39080459770114945
data/kpi/kpi_5.csv,0.5,0.07036479684500026,0.07036479684500026,1.0,0.13147815969360546
data/kpi/kpi_6.csv,0.5,0.0055155713997444,0.0055155713997444,1.0,0.010970633487189779
data/kpi/kpi_7.csv,nan,0.1767100977198697,0.0,0.0,0.0
data/kpi/kpi_8.csv,0.5,0.9927699851750484,0.0,0.0,0.0
data/kpi/kpi_9.csv,0.41882322647096687,0.0023121387283236996,0.0023121387283236996,1.0,0.00461361014994233
data/kpi/kpi_10.csv,0.3949093713844967,0.0015402387370042356,0.0015402387370042356,1.0,0.003075740099961553
data/kpi/kpi_11.csv,0.5,0.9976729330169739,0.0,0.0,0.0
data/kpi/kpi_12.csv,0.25867788378193396,0.05948760245373473,0.05948760245373473,1.0,0.11229504208631344
data/kpi/kpi_13.csv,0.4304859236405708,0.6415094339622641,0.001076426264800861,0.25,0.002143622722400857
data/kpi/kpi_14.csv,0.5,0.002313190383365822,0.002313190383365822,1.0,0.004615703765169588
data/kpi/kpi_15.csv,0.4929394277220364,0.060758171122265885,0.0607802594805844,0.9940542549238202,0.11455612179349922
data/kpi/kpi_16.csv,nan,0.999611046285492,0.0,0.0,0.0
data/kpi/kpi_17.csv,0.49520292096024027,0.9654263565891473,1.0,0.16270337922403003,0.2798708288482239
data/kpi/kpi_18.csv,0.5,0.0027909709641090927,0.0027909709641090927,1.0,0.005566406249999999
data/kpi/kpi_19.csv,0.030563336445689385,0.38769900949022457,0.0,0.0,0.0
data/kpi/kpi_20.csv,0.5,0.0025553857035296263,0.0025553857035296263,1.0,0.005097744703124644
data/kpi/kpi_21.csv,0.41975308641975306,0.9930213464696224,0.0,0.0,0.0
data/kpi/kpi_22.csv,0.5,0.9986210126450539,0.0,0.0,0.0
data/kpi/kpi_23.csv,0.515,0.9933654043455462,1.0,0.03,0.058252427184466014
data/kpi/kpi_24.csv,0.6194162261072368,0.9928303175145101,1.0,0.20869565217391303,0.34532374100719426
data/kpi/kpi_25.csv,0.50055330136481,0.9384524539528968,1.0,0.00036886757654002215,0.0007374631268436578
