kpi,auc,accuracy,Precision,Recall,F1 score
data/kpi/kpi_0.csv,0.5,0.955154505,0,0,0
data/kpi/kpi_1.csv,nan,0.282996894,0,0,0
data/kpi/kpi_2.csv,0.409516381,0.956642924,0,0,0
data/kpi/kpi_3.csv,0.5,0.996583144,0,0,0
data/kpi/kpi_4.csv,0.514033697,0.998086867,0,0,0
data/kpi/kpi_5.csv,0.5,0.070264528,0.070264528,1,0.131303106
data/kpi/kpi_6.csv,0.5,0.005463571,0.005463571,1,0.010867764
data/kpi/kpi_7.csv,nan,1,0,0,0
data/kpi/kpi_8.csv,0.5,0.992834863,0,0,0
data/kpi/kpi_9.csv,0.329766537,0.002329193,0.002329193,1,0.00464756
data/kpi/kpi_10.csv,0.261955677,0.866459627,0,0,0
data/kpi/kpi_11.csv,0.5,0.997785211,0,0,0
data/kpi/kpi_12.csv,0.714857254,0.941293685,0.647058824,0.009532062,0.018787361
data/kpi/kpi_13.csv,0.312791602,0.37810559,0.000625,0.25,0.001246883
data/kpi/kpi_14.csv,0.5,0.997704825,0,0,0
data/kpi/kpi_15.csv,0.499814195,0.061075288,0.061076675,0.999628391,0.115119613
data/kpi/kpi_16.csv,nan,0.780895522,0,0,0
data/kpi/kpi_17.csv,0.676966728,0.959184716,0.5,0.002503129,0.00498132
data/kpi/kpi_18.csv,0.5,0.002759021,0.002759021,1,0.00550286
data/kpi/kpi_19.csv,0.532635267,0.32354391,0.000230097,0.6,0.000460017
data/kpi/kpi_20.csv,0.47843673,0.80047463,0.002170436,0.169642857,0.004286037
data/kpi/kpi_21.csv,0.393385914,0.573084886,0.001943635,0.333333333,0.003864734
data/kpi/kpi_22.csv,0.5,0.998624841,0,0,0
data/kpi/kpi_23.csv,0.500034145,0.006850554,0.006783187,1,0.01347497
data/kpi/kpi_24.csv,0.774529415,0.015367898,0.008546563,0.976190476,0.016944775
data/kpi/kpi_25.csv,0.50387311,0.938816745,1,0.005901881,0.011734507
