kpi,auc,accuracy,Precision,Recall,F1 score
data/kpi/kpi_24.csv,0.055135475740390696,0.0625,0.0,0.0,0.0
data/kpi/kpi_24.csv,0.9750472589792061,0.9375,0.9375,1.0,0.967741935483871
data/kpi/kpi_24.csv,0.1812224322621298,0.1956521739130435,0.8656716417910447,0.1681159420289855,0.2815533980582524
data/kpi/kpi_24.csv,0.9463137996219282,0.904891304347826,0.9403409090909091,0.9594202898550724,0.9497847919655666
data/kpi/kpi_24.csv,0.02066792690611216,0.0625,0.0,0.0,0.0
data/kpi/kpi_24.csv,0.5581600504095778,0.5570652173913043,0.9136363636363637,0.5826086956521739,0.711504424778761
data/kpi/kpi_24.csv,0.055135475740390696,0.0625,0.0,0.0,0.0
data/kpi/kpi_24.csv,0.8826717076244487,0.9130434782608695,0.943342776203966,0.9652173913043478,0.9541547277936963
data/kpi/kpi_24.csv,0.5053560176433523,0.5244565217391305,0.9207920792079208,0.5391304347826087,0.6800731261425961
data/kpi/kpi_24.csv,0.7858853182104599,0.7717391304347826,0.9423728813559322,0.8057971014492754,0.86875
data/kpi/kpi_24.csv,0.0853182104599874,0.0625,0.0,0.0,0.0
data/kpi/kpi_24.csv,0.15072463768115943,0.14945652173913043,0.8636363636363636,0.11014492753623188,0.19537275064267354
