kpi,auc,accuracy,Precision,Recall,F1 score
data/kpi/kpi_0.csv,0.5,0.955119543,0,0,0
data/kpi/kpi_1.csv,nan,1,0,0,0
data/kpi/kpi_2.csv,0.374429134,0.41075336,0.004789782,0.375,0.009458749
data/kpi/kpi_3.csv,0.503028334,0.009455469,0.003440277,1,0.006856965
data/kpi/kpi_4.csv,0.478751462,0.002069858,0.001759971,0.985507246,0.003513667
data/kpi/kpi_5.csv,0.498213254,0.917935022,0.051485149,0.009587021,0.016164128
data/kpi/kpi_6.csv,0.5,0.994530963,0,0,0
data/kpi/kpi_7.csv,nan,0.196982397,0,0,0
data/kpi/kpi_8.csv,0.5,0.992830001,0,0,0
data/kpi/kpi_9.csv,0.712401575,0.900628437,0,0,0
data/kpi/kpi_10.csv,0.346675846,0.357030636,0.001221747,0.5,0.002437538
data/kpi/kpi_11.csv,0.5,0.002216292,0.002216292,1,0.004422782
data/kpi/kpi_12.csv,0.294976374,0.059052298,0.059052298,1,0.111519134
data/kpi/kpi_13.csv,0.882081039,0.915161037,0,0,0
data/kpi/kpi_14.csv,0.5,0.997703048,0,0,0
data/kpi/kpi_15.csv,0.504459309,0.939337484,1,0.00780379,0.015486726
data/kpi/kpi_16.csv,nan,0,0,0,0
data/kpi/kpi_17.csv,0.35113029,0.040059347,0.039762246,0.971214018,0.076396751
data/kpi/kpi_18.csv,0.5,0.997238974,0,0,0
data/kpi/kpi_19.csv,0.978871575,0.000259639,0.000259639,1,0.000519143
data/kpi/kpi_20.csv,0.5,0.997466923,0,0,0
data/kpi/kpi_21.csv,0.405492504,0.18490566,0.002566735,0.833333333,0.005117707
data/kpi/kpi_22.csv,0.5,0.00137623,0.00137623,1,0.002748678
data/kpi/kpi_23.csv,0.5,0.00678733,0.00678733,1,0.013483146
data/kpi/kpi_24.csv,0.418127399,0.010822847,0.008054459,0.922619048,0.015969503
data/kpi/kpi_25.csv,0.528771671,0.941932846,1,0.057174474,0.108164689
