kpi,auc,accuracy,Precision,Recall,F1 score
data/kpi/kpi_0.csv,0.43087204431066317,0.9552138170690594,0.0,0.0,0.0
data/kpi/kpi_1.csv,nan,0.45108488770460603,0.0,0.0,0.0
data/kpi/kpi_2.csv,0.24241144553644556,0.9612804878048781,0.0,0.0,0.0
data/kpi/kpi_3.csv,0.5,0.9965876483209679,0.0,0.0,0.0
data/kpi/kpi_4.csv,0.4870027417102064,0.998218481319873,0.0,0.0,0.0
data/kpi/kpi_5.csv,0.5,0.9298281929207204,0.0,0.0,0.0
data/kpi/kpi_6.csv,0.4612305108053087,0.1691831847811627,0.005026127887031793,0.7682926829268293,0.009986921888003805
data/kpi/kpi_7.csv,nan,0.550871503850831,0.0,0.0,0.0
data/kpi/kpi_8.csv,0.5,0.9928431129072314,0.0,0.0,0.0
data/kpi/kpi_9.csv,0.5793590232735597,0.0022839741149600305,0.0022839741149600305,1.0,0.004557538928978352
data/kpi/kpi_10.csv,0.5822531452535264,0.004187285877426722,0.0015267175572519084,1.0,0.0030487804878048777
data/kpi/kpi_11.csv,0.5,0.0023025350459378317,0.0023025350459378317,1.0,0.004594491115064977
data/kpi/kpi_12.csv,0.2350572832099655,0.058808540997808696,0.058808540997808696,1.0,0.11108437214227271
data/kpi/kpi_13.csv,0.41769919939001143,0.9984773505900266,0.0,0.0,0.0
data/kpi/kpi_14.csv,0.5,0.9977078397033069,0.0,0.0,0.0
data/kpi/kpi_15.csv,0.5046451133407656,0.939063385871414,1.0,0.0014864362690449647,0.002968460111317254
data/kpi/kpi_16.csv,nan,0.0,0.0,0.0,0.0
data/kpi/kpi_17.csv,0.6452766337675653,0.9597493249095633,1.0,0.011264080100125156,0.022277227722772276
data/kpi/kpi_18.csv,0.5,0.002755620014503263,0.002755620014503263,1.0,0.005496094879953716
data/kpi/kpi_19.csv,0.45047944850463906,0.07213182713234532,0.00013961800513794258,0.5,0.00027915805929317177
data/kpi/kpi_20.csv,0.45089538310571375,0.04325446992956475,0.0022609514837494114,0.8571428571428571,0.004510006577092926
data/kpi/kpi_21.csv,0.4070460704607046,0.9590429845904298,0.0,0.0,0.0
data/kpi/kpi_22.csv,0.5,0.0013733416252072969,0.0013733416252072969,1.0,0.002742916289300039
data/kpi/kpi_23.csv,0.6126497047967683,0.9418486484045075,0.0340024580090127,0.27666666666666667,0.06056183874498359
data/kpi/kpi_24.csv,0.7071178017018916,0.008914037671498334,0.008914037671498334,1.0,0.017670559311616475
data/kpi/kpi_25.csv,0.483585392843969,0.06095376312388036,0.06098557037843724,0.9915160457395795,0.1149037125697309
