kpi,auc,accuracy,Precision,Recall,F1 score
data/kpi/kpi_0.csv,0.5,0.955142857,0,0,0
data/kpi/kpi_1.csv,nan,0,0,0,0
data/kpi/kpi_2.csv,0.489671362,0.992544268,0,0,0
data/kpi/kpi_3.csv,0.50001299,0.003443633,0.00341783,1,0.006812376
data/kpi/kpi_4.csv,0.439536184,0.005508146,0.001584004,0.884057971,0.003162342
data/kpi/kpi_5.csv,0.5,0.929717262,0,0,0
data/kpi/kpi_6.csv,0.5,0.994534609,0,0,0
data/kpi/kpi_7.csv,nan,0.166666667,0,0,0
data/kpi/kpi_8.csv,0.5,0.007166757,0.007166757,1,0.01423152
data/kpi/kpi_9.csv,0.632747396,0.99766173,0,0,0
data/kpi/kpi_10.csv,0.334797034,0.001558846,0.001558846,1,0.00311284
data/kpi/kpi_11.csv,0.5,0.00221529,0.00221529,1,0.004420787
data/kpi/kpi_12.csv,0.744378904,0.941008077,0.5,0.003466205,0.006884682
data/kpi/kpi_13.csv,0.615144418,0.996102884,0,0,0
data/kpi/kpi_14.csv,0.5,0.002295767,0.002295767,1,0.004581017
data/kpi/kpi_15.csv,0.498327759,0.060998319,0.061005247,0.998141955,0.114982877
data/kpi/kpi_16.csv,nan,0,0,0,0
data/kpi/kpi_17.csv,0.378061663,0.038842891,0.037689345,0.91864831,0.07240801
data/kpi/kpi_18.csv,0.5,0.002759689,0.002759689,1,0.005504188
data/kpi/kpi_19.csv,0.501469176,0.216530427,0.000165612,0.5,0.000331115
data/kpi/kpi_20.csv,0.501359835,0.005199503,0.002538704,1,0.00506455
data/kpi/kpi_21.csv,0.307662915,0.306444906,0.00120048,0.333333333,0.002392344
data/kpi/kpi_22.csv,0.5,0.998624484,0,0,0
data/kpi/kpi_23.csv,0.499977231,0.993170511,0,0,0
data/kpi/kpi_24.csv,0.233611567,0.090989079,0.003708987,0.386904762,0.007347539
data/kpi/kpi_25.csv,0.478236813,0.059811981,0.059916744,0.971597197,0.112872815
