kpi,auc,accuracy,Precision,Recall,F1 score
data/kpi/kpi_0.csv,0.5,0.955131203,0,0,0
data/kpi/kpi_1.csv,nan,0.583333333,0,0,0
data/kpi/kpi_2.csv,0.445525903,0.992521035,0,0,0
data/kpi/kpi_3.csv,0.498349792,0.993292241,0,0,0
data/kpi/kpi_4.csv,0.458321926,0.003491981,0.001787843,1,0.003569304
data/kpi/kpi_5.csv,0.5,0.070300957,0.070300957,1,0.131366708
data/kpi/kpi_6.csv,0.5,0.005467213,0.005467213,1,0.010874971
data/kpi/kpi_7.csv,nan,0.398580968,0,0,0
data/kpi/kpi_8.csv,0.5,0.007168378,0.007168378,1,0.014234716
data/kpi/kpi_9.csv,0.363202614,0.997652582,0,0,0
data/kpi/kpi_10.csv,0.446316614,0.998435055,0,0,0
data/kpi/kpi_11.csv,0.5,0.002215791,0.002215791,1,0.004421784
data/kpi/kpi_12.csv,0.689562439,0.941284779,1,0.005199307,0.010344828
data/kpi/kpi_13.csv,0.771894592,0.998435055,0,0,0
data/kpi/kpi_14.csv,0.5,0.002296359,0.002296359,1,0.004582196
data/kpi/kpi_15.csv,0.481791156,0.058899691,0.059031098,0.963582311,0.11124697
data/kpi/kpi_16.csv,nan,1,0,0,0
data/kpi/kpi_17.csv,0.360237777,0.040857026,0.040857026,1,0.078506509
data/kpi/kpi_18.csv,0.5,0.997239643,0,0,0
data/kpi/kpi_19.csv,0.115806829,0.829746918,0.000152648,0.1,0.000304832
data/kpi/kpi_20.csv,0.5,0.002532504,0.002532504,1,0.005052214
data/kpi/kpi_21.csv,0.709920469,0.091440501,0.002749771,1,0.005484461
data/kpi/kpi_22.csv,0.5,0.998624127,0,0,0
data/kpi/kpi_23.csv,0.503321946,0.993236824,0.666666667,0.006666667,0.01320132
data/kpi/kpi_24.csv,0.533751971,0.990966039,0.333333333,0.038690476,0.069333333
data/kpi/kpi_25.csv,0.49852453,0.061415463,0.061425229,0.997417927,0.115723701
