kpi,auc,accuracy,Precision,Recall,F1 score
,,,,,
data/kpi/kpi_0.csv,0.5,0.955177784,0,0,0
,,,,,
data/kpi/kpi_1.csv,nan,0.999229584,0,0,0
,,,,,
data/kpi/kpi_2.csv,0.393158915,0.992613112,0,0,0
,,,,,
data/kpi/kpi_3.csv,0.5,0.003415088,0.003415088,1,0.006806931
,,,,,
data/kpi/kpi_4.csv,0.5,0.998217054,0,0,0
,,,,,
data/kpi/kpi_5.csv,0.5,0.929771862,0,0,0
,,,,,
data/kpi/kpi_6.csv,0.424970893,0.432932716,0.003998824,0.414634146,0.007921253
,,,,,
data/kpi/kpi_7.csv,nan,0,0,0,0
,,,,,
data/kpi/kpi_8.csv,0.358045097,0.091658759,0.004939681,0.627760252,0.009802231
,,,,,
data/kpi/kpi_9.csv,0.621879022,0.997688752,0,0,0
,,,,,
data/kpi/kpi_10.csv,0.516589506,0.998459168,0,0,0
,,,,,
data/kpi/kpi_11.csv,0.5,0.002281558,0.002281558,1,0.004552728
,,,,,
data/kpi/kpi_12.csv,0.724515464,0.941098408,0,0,0
,,,,,
data/kpi/kpi_13.csv,0.519772377,0.00192604,0.001541426,1,0.003078107
,,,,,
data/kpi/kpi_14.csv,0.5,0.997706008,0,0,0
,,,,,
data/kpi/kpi_15.csv,0.499256782,0.061070261,0.061070261,1,0.115110683
,,,,,
data/kpi/kpi_16.csv,nan,1,0,0,0
,,,,,
data/kpi/kpi_17.csv,0.766716162,0.86288018,0.157225853,0.541927409,0.243737686
,,,,,
data/kpi/kpi_18.csv,0.5,0.997242314,0,0,0
,,,,,
data/kpi/kpi_19.csv,0.953877577,0.013431868,0.000262764,1,0.000525389
,,,,,
data/kpi/kpi_20.csv,0.5,0.002530216,0.002530216,1,0.00504766
,,,,,
data/kpi/kpi_21.csv,0.408124057,0.007802875,0.002066116,0.833333333,0.004122012
,,,,,
data/kpi/kpi_22.csv,0.5,0.998625554,0,0,0
,,,,,
data/kpi/kpi_23.csv,0.633205157,0.006734463,0.006734768,0.993333333,0.013378827
,,,,,
data/kpi/kpi_24.csv,0.453190489,0.008921183,0.008590799,0.962318841,0.017029571
,,,,,
data/kpi/kpi_25.csv,0.506799835,0.939184896,0.942857143,0.01217263,0.02403496
